timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-06-30 22:35:30,False,0,[],|,False,0,[],|,True,30,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 128.0 seconds remaining.,[]
2025-06-30 22:36:14,False,0,[],|,False,0,[],|,False,0,|,True,21,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 10.0 seconds', '19 micro sleep: 8.0 seconds', '20 micro sleep: 13.0 seconds', '21 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 84.0 seconds remaining.,[]
2025-06-30 22:36:29,False,0,[],|,False,0,[],|,True,21,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 68.0 seconds remaining.,[]
2025-06-30 22:37:23,False,0,[],|,False,0,[],|,False,Counting flickers... 6.0 seconds remaining.,|,False,0,[],|,True,57,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds']",|,False,Counting yawns... 14.0 seconds remaining.,[]
2025-06-30 22:37:29,False,0,[],|,False,0,[],|,True,33,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 8.0 seconds remaining.,[]
2025-06-30 22:37:30,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,True,58,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds']",|,False,Counting yawns... 8.0 seconds remaining.,[]
2025-06-30 22:37:37,False,0,[],|,False,0,[],|,False,Counting flickers... 52.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 5.0 seconds']
2025-06-30 22:37:50,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,True,59,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds']",|,False,Counting yawns... 167.0 seconds remaining.,[]
2025-06-30 22:38:22,False,0,[],|,False,0,[],|,False,Counting flickers... 7.0 seconds remaining.,|,False,0,[],|,True,60,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds']",|,False,Counting yawns... 135.0 seconds remaining.,[]
2025-06-30 22:38:28,False,0,[],|,False,0,[],|,True,26,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 128.0 seconds remaining.,[]
2025-06-30 22:38:38,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,True,61,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds', '61 pitch: 13.0 seconds']",|,False,Counting yawns... 119.0 seconds remaining.,[]
2025-06-30 22:38:45,False,0,[],|,False,0,[],|,False,Counting flickers... 44.0 seconds remaining.,|,False,0,[],|,True,62,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds', '61 pitch: 13.0 seconds', '62 pitch: 6.0 seconds']",|,False,Counting yawns... 112.0 seconds remaining.,[]
2025-06-30 22:38:59,False,0,[],|,False,0,[],|,False,0,|,True,22,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 10.0 seconds', '19 micro sleep: 8.0 seconds', '20 micro sleep: 13.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 98.0 seconds remaining.,[]
2025-06-30 22:39:01,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,63,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds', '61 pitch: 13.0 seconds', '62 pitch: 6.0 seconds', '63 pitch: 4.0 seconds']",|,False,Counting yawns... 96.0 seconds remaining.,[]
2025-06-30 22:39:17,False,0,[],|,False,0,[],|,False,0,|,True,23,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 10.0 seconds', '19 micro sleep: 8.0 seconds', '20 micro sleep: 13.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 79.0 seconds remaining.,[]
2025-06-30 22:39:28,False,0,[],|,False,0,[],|,True,23,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 69.0 seconds remaining.,[]
2025-06-30 22:39:34,True,6,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 2.0 seconds', '3 right eye rub: 2.0 seconds', '1 right eye rub: 3.0 seconds', '2 right eye rub: 2.0 seconds', '3 right eye rub: 2.0 seconds', '4 right eye rub: 2.0 seconds', '5 right eye rub: 2.0 seconds', '1 right eye rub: 3.0 seconds', '2 right eye rub: 2.0 seconds', '3 right eye rub: 3.0 seconds', '4 right eye rub: 2.0 seconds', '5 right eye rub: 2.0 seconds', '1 left eye rub: 2.0 seconds', '1 left eye rub: 2.0 seconds', '1 left eye rub: 3.0 seconds', '1 left eye rub: 5.0 seconds', '2 left eye rub: 4.0 seconds', '1 left eye rub: 2.0 seconds']",|,True,2,"['1 right eye rub: 3.0 seconds', '1 left eye rub: 2.0 seconds']",|,False,Counting flickers... 54.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-06-30 22:39:37,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,True,64,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds', '61 pitch: 13.0 seconds', '62 pitch: 6.0 seconds', '63 pitch: 4.0 seconds', '64 pitch: 7.0 seconds']",|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-06-30 22:39:50,False,0,[],|,False,0,[],|,False,Counting flickers... 38.0 seconds remaining.,|,False,0,[],|,True,65,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds', '61 pitch: 13.0 seconds', '62 pitch: 6.0 seconds', '63 pitch: 4.0 seconds', '64 pitch: 7.0 seconds', '65 pitch: 7.0 seconds']",|,False,Counting yawns... 46.0 seconds remaining.,[]
2025-06-30 22:40:19,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,66,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds', '29 pitch: 27.0 seconds', '30 pitch: 6.0 seconds', '31 pitch: 9.0 seconds', '32 pitch: 3.0 seconds', '33 pitch: 4.0 seconds', '34 pitch: 22.0 seconds', '35 pitch: 3.0 seconds', '36 pitch: 9.0 seconds', '37 pitch: 7.0 seconds', '38 pitch: 5.0 seconds', '39 pitch: 5.0 seconds', '40 pitch: 3.0 seconds', '41 pitch: 4.0 seconds', '42 pitch: 9.0 seconds', '43 pitch: 4.0 seconds', '44 pitch: 22.0 seconds', '45 pitch: 7.0 seconds', '46 pitch: 9.0 seconds', '47 pitch: 10.0 seconds', '48 pitch: 9.0 seconds', '49 pitch: 3.0 seconds', '50 pitch: 8.0 seconds', '51 pitch: 4.0 seconds', '52 pitch: 5.0 seconds', '53 pitch: 20.0 seconds', '54 pitch: 5.0 seconds', '55 pitch: 4.0 seconds', '56 pitch: 3.0 seconds', '57 pitch: 4.0 seconds', '58 pitch: 3.0 seconds', '59 pitch: 16.0 seconds', '60 pitch: 15.0 seconds', '61 pitch: 13.0 seconds', '62 pitch: 6.0 seconds', '63 pitch: 4.0 seconds', '64 pitch: 7.0 seconds', '65 pitch: 7.0 seconds', '66 pitch: 4.0 seconds']",|,False,Counting yawns... 17.0 seconds remaining.,[]
2025-06-30 22:40:27,False,0,[],|,False,0,[],|,True,30,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 9.0 seconds remaining.,[]
2025-06-30 22:40:36,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,"['1 yawn: 5.0 seconds', '1 yawn: 9.0 seconds']"
